Ticker,volatility
ADANIENT,2.9218242146486184
ADANIPORTS,2.6583304191279913
BEL,2.3817287403780862
TRENT,2.349132617889144
ONGC,2.292014006307532
BPCL,2.254525571920595
COALINDIA,2.1675313010267967
SHRIRAMFIN,2.149112056661218
HINDALCO,2.005604223284085
NTPC,1.9898277748939415
